study_id,citation_key,title,year,modality,integration_mechanisms,validation_maturity_max,validation_types,application_domains,substantive_tradeoff_member,eligible_report_count,companion_eligible_report_count,eligible_report_ids,cited_in_main,prose_use_count,table_use_count,total_use_count,primary_narrative_home,all_main_locations,pending_human_row_count,canonical_integration_mechanisms,canonical_validation_types,canonical_enabling_technologies,canonical_application_domains,qa_status
STC-SINGLETON-SCR-00913,OISAC_SCR00913,Pulse Sequence Sensing and Pulse Position Modulation for Optical Integrated Sensing and Communication,2023,FSO,shared_waveform,3,analytical; simulation,other,yes,1,0,RPT-SCR-00913-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:472 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:472:prose,0,shared_waveform,analytical|simulation,other,other,PASS
STC-SINGLETON-SCR-00914,OISAC_SCR00914,Optical Integrated Sensing and Communication System Based on Combination of OIRS and PD Array for Mobile Scenarios,2024,FSO,shared_waveform; shared_resource_allocation,3,analytical; simulation,other,yes,1,0,RPT-SCR-00914-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:462:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:138:prose,0,shared_waveform|shared_resource_allocation,analytical|simulation,RIS_ORIS,other,PASS
STC-SINGLETON-SCR-00915,OISAC_SCR00915,UAV-Aided Flying Retroreflective Optical ISAC with Angle Diversity Transmitters,2025,VLC_LiFi,shared_link_or_channel; shared_resource_allocation,2,simulation,indoor_positioning; aerospace,no,1,0,RPT-SCR-00915-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:155:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:167:prose,0,shared_link_or_channel|shared_resource_allocation,simulation,OFDM,aerospace,PASS
STC-SINGLETON-SCR-00916,OISAC_SCR00916,Optical Integrated Sensing and Communication Lidar Based on RBPSK-FMCW Joint Waveform and Optical Phased Array,2026,FSO,shared_waveform; shared_hardware; joint_design_or_optimization,4,analytical; simulation; laboratory_experiment,other,yes,1,0,RPT-SCR-00916-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",01_INTRODUCTION.tex:22:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose,0,shared_waveform|shared_hardware|joint_design_or_optimization,analytical|simulation|laboratory_experiment,coherent_optics|OPA|FMCW,other,PASS
STC-SINGLETON-SCR-00917,OISAC_SCR00917,Integrated Sensing and Communication for UAV Trajectory Optimization in Mixed FSO-RF Networks in Dynamic Weather Conditions,2025,FSO,shared_resource_allocation; mixed,3,analytical; simulation; dataset_based,6G_access; environment_monitoring; aerospace,no,1,0,RPT-SCR-00917-01,yes,2,0,2,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:360 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Integration Architectures and Resource Coupling > Coupling at the Application Level and Boundary Cases | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:360:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:375:prose,0,shared_resource_allocation|mixed,analytical|simulation|dataset_based,photonic_THz_generation|ML_AI,6G_access|environment_monitoring|aerospace,PASS
STC-SINGLETON-SCR-00918,OISAC_SCR00918,"Multiuser Retroreflective Optical ISAC: Waveform Design, Joint Sensing and Multiple Access",2026,VLC_LiFi,shared_waveform; shared_resource_allocation,4,analytical; laboratory_experiment,other,yes,1,0,RPT-SCR-00918-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:405:prose,0,shared_waveform|shared_resource_allocation,analytical|laboratory_experiment,OFDM,other,PASS
STC-SINGLETON-SCR-00919,OISAC_SCR00919,Full-Duplex RO-ISAC System: Wavelength Division Duplexing and Hybrid Waveform Design,2025,VLC_LiFi,shared_resource_allocation,4,analytical; laboratory_experiment,other,yes,1,0,RPT-SCR-00919-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:360 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:360:prose,0,shared_resource_allocation,analytical|laboratory_experiment,OFDM,other,PASS
STC-SINGLETON-SCR-00920,OISAC_SCR00920,Experimental Demonstration of Multi-User Full-Duplex RO-ISAC System,2025,VLC_LiFi,shared_waveform; shared_hardware; shared_resource_allocation,4,laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00920-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,laboratory_experiment,OFDM,6G_access,PASS
STC-SINGLETON-SCR-00922,OISAC_SCR00922,Leveraging ISAC for Adaptive Cell Zooming in Mixed FSO-RF Networks,2025,FSO,shared_application_scenario; mixed,3,analytical; simulation; dataset_based,6G_access; aerospace,yes,1,0,RPT-SCR-00922-01,yes,2,0,2,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:416 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:360:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:416:prose,0,shared_application_scenario|mixed,analytical|simulation|dataset_based,photonic_THz_generation|ML_AI,6G_access|aerospace,PASS
STC-SINGLETON-SCR-00925,OISAC_SCR00925,Performance Analysis of NOMA-Assisted Optical OFDM ISAC Systems with Clipping Distortion,2026,VLC_LiFi,shared_waveform; shared_resource_allocation,2,analytical; simulation,6G_access,yes,1,0,RPT-SCR-00925-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:483 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:151:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:483:prose,0,shared_waveform|shared_resource_allocation,analytical|simulation,OFDM,6G_access,PASS
STC-SINGLETON-SCR-00926,OISAC_SCR00926,LACO-OFDM-Based Optical ISAC System Design and Performance Analysis,2026,FSO,shared_resource_allocation; shared_application_scenario,3,analytical; simulation,6G_access; vehicular; aerospace,yes,1,0,RPT-SCR-00926-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:485 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:485:prose,0,shared_resource_allocation|shared_application_scenario,analytical|simulation,OFDM,6G_access|vehicular|aerospace,PASS
STC-SINGLETON-SCR-00937,OISAC_SCR00937,Simulation of Constant-Envelope THz Integrated Sensing and Communication System Based on Photonics with 2D Positioning,2024,photonic_THz,shared_waveform; shared_resource_allocation; joint_design_or_optimization,2,analytical; simulation,indoor_positioning,yes,1,0,RPT-SCR-00937-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:412 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:412:prose,0,shared_waveform|shared_resource_allocation|joint_design_or_optimization,analytical|simulation,OFDM|coherent_optics|FMCW,other,PASS
STC-SINGLETON-SCR-00941,OISAC_SCR00941,Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication,2026,FSO,shared_waveform; shared_hardware; shared_optical_carrier; shared_resource_allocation; joint_design_or_optimization,2,analytical; simulation,6G_access; vehicular; environment_monitoring,yes,1,0,RPT-SCR-00941-01,yes,4,0,4,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:355 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:183:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:355:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:540:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:128:prose,0,shared_waveform|shared_hardware|shared_optical_carrier|shared_resource_allocation|joint_design_or_optimization,analytical|simulation,OFDM|beamforming|OPA,6G_access|vehicular|environment_monitoring,PASS
STC-SINGLETON-SCR-00943,OISAC_SCR00943,Monolithic III-Nitride Photonic Circuit for Integrated Sensing and Communication System,2023,VLC_LiFi,shared_hardware; shared_link_or_channel,5,laboratory_experiment; prototype_testbed,other,no,1,0,RPT-SCR-00943-01,yes,1,0,1,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:157 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > VLC/LiFi Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:157:prose,0,shared_hardware|shared_link_or_channel,laboratory_experiment|prototype_testbed,photonic_integration,other,PASS
STC-SINGLETON-SCR-00944,OISAC_SCR00944,Heterogeneous Integrated III-V-on-Soi Transmitter for 6G FiWi mmWave/FSO Integrated Sensing and Communication,2025,hybrid_optical,shared_hardware; shared_link_or_channel; shared_resource_allocation,5,analytical; laboratory_experiment; prototype_testbed,6G_access; vehicular; optical_access_network,yes,1,0,RPT-SCR-00944-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:485 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:220:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:485:prose,0,shared_hardware|shared_link_or_channel|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access|vehicular|optical_access_network,PASS
STC-SINGLETON-SCR-00949,OISAC_SCR00949,Double-effect DNN-based DBP Scheme for Integrated Sensing and Communications (ISAC),2022,fiber,shared_waveform,3,analytical; simulation,environment_monitoring,no,1,0,RPT-SCR-00949-01,yes,1,0,1,"07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:182 | ENABLING TECHNOLOGIES, APPLICATION REQUIREMENTS, AND 6G NETWORK EVIDENCE > Integration Beyond the Waveform | prose",07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:182:prose,0,shared_waveform,analytical|simulation,coherent_optics|ML_AI,environment_monitoring,PASS
STC-SINGLETON-SCR-00953,OISAC_SCR00953,A Beam-Scannable Photonic THz-ISAC System Based on Risley Prisms,2023,photonic_THz,shared_waveform; joint_design_or_optimization,4,analytical; laboratory_experiment,other,yes,1,0,RPT-SCR-00953-01,yes,2,1,3,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:140:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:300:table,0,shared_waveform|joint_design_or_optimization,analytical|laboratory_experiment,photonic_THz_generation|FMCW,other,PASS
STC-SINGLETON-SCR-00954,OISAC_SCR00954,Signal-Signal Beating Interference: From Destructive to Constructive for Photonic THz Integrated Sensing and Communication System Using Self-Coherent OFDM,2026,photonic_THz,shared_resource_allocation,4,analytical; simulation; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00954-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337:prose,0,shared_resource_allocation,analytical|simulation|laboratory_experiment,OFDM,6G_access,PASS
STC-SINGLETON-SCR-00959,OISAC_SCR00959,Fiber Events Recognition in Integrated Sensing and Communication Systems Based on Signal State of Polarization Analysis,2025,fiber,shared_waveform,4,dataset_based; laboratory_experiment,environment_monitoring; smart_infrastructure,yes,1,0,RPT-SCR-00959-01,yes,2,0,2,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:397 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:397:prose; 07_ENABLING_TECHNOLOGIES_APPLICATIONS_AND_6G.tex:330:prose,0,shared_waveform,dataset_based|laboratory_experiment,coherent_optics|ML_AI,environment_monitoring|smart_infrastructure,PASS
STC-SINGLETON-SCR-00965,OISAC_SCR00965,Microwave Photonics Empowered Minimalist Base Station for Integrated Sensing and Communication via Cascaded Intensity and Phase Modulation,2026,photonic_THz,shared_optical_carrier; shared_resource_allocation,4,analytical; laboratory_experiment; prototype_testbed,6G_access; optical_access_network,yes,1,0,RPT-SCR-00965-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:288 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:288:prose,0,shared_optical_carrier|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access|optical_access_network,PASS
STC-SINGLETON-SCR-00970,OISAC_SCR00970,Spectral-Efficient Frequency-Division Photonic Millimeter-Wave Integrated Sensing and Communication System Using Improved Sparse LFM Sub-Bands Fusion,2023,photonic_THz,shared_hardware; shared_resource_allocation; joint_design_or_optimization,5,analytical; laboratory_experiment; prototype_testbed,6G_access,yes,1,0,RPT-SCR-00970-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:288 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:288:prose,0,shared_hardware|shared_resource_allocation|joint_design_or_optimization,analytical|laboratory_experiment|prototype_testbed,OFDM|coherent_optics|photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00974,OISAC_SCR00974,Bit Inversion Probabilistic Shaping Enabling Performance Tradeoff in Photonics-Aided Millimeter-Wave OFDM Integrated Sensing and Communication Systems,2026,photonic_THz,shared_waveform; shared_hardware; shared_resource_allocation,5,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access,yes,1,0,RPT-SCR-00974-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:487 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:487:prose,0,shared_waveform|shared_hardware|shared_resource_allocation,analytical|simulation|laboratory_experiment|prototype_testbed,OFDM|coherent_optics|photonic_THz_generation,6G_access,PASS
STC-SINGLETON-SCR-00975,OISAC_SCR00975,Radar-Centric Photonic Terahertz Integrated Sensing and Communication System Based on LFM-PSK Waveform,2023,photonic_THz,shared_waveform; shared_hardware; joint_design_or_optimization,5,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access; environment_monitoring,yes,1,0,RPT-SCR-00975-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:487 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:487:prose,0,shared_waveform|shared_hardware|joint_design_or_optimization,analytical|simulation|laboratory_experiment|prototype_testbed,coherent_optics|photonic_THz_generation|FMCW,6G_access|environment_monitoring,PASS
STC-SINGLETON-SCR-00977,OISAC_SCR00977,Photonics Terahertz Dual-Band Anti-Jamming Integrated Sensing and Communication System Empowered by Permutation Frequency Hopping,2026,photonic_THz,shared_resource_allocation; joint_design_or_optimization,4,analytical; simulation; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00977-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:507 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:507:prose,0,shared_resource_allocation|joint_design_or_optimization,analytical|simulation|laboratory_experiment,OFDM|coherent_optics|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00979,OISAC_SCR00979,Demonstration of Integrated Sensing and Communications in an ARoF-Based Radar System Utilizing Pulse Position Modulation,2026,photonic_THz,shared_waveform,6,analytical; laboratory_experiment; field_experiment,6G_access; vehicular,yes,1,0,RPT-SCR-00979-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:412 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Communication Reliability and Sensing Quality | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:412:prose,0,shared_waveform,analytical|laboratory_experiment|field_experiment,photonic_THz_generation,6G_access|vehicular,PASS
STC-SINGLETON-SCR-00980,OISAC_SCR00980,Interference Cancellation for Optical Wireless ISAC Based on Optical Phased Array,2025,FSO,shared_waveform; joint_design_or_optimization,2,analytical; simulation,6G_access,yes,1,0,RPT-SCR-00980-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:355 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:355:prose,0,shared_waveform|joint_design_or_optimization,analytical|simulation,beamforming|OPA,6G_access,PASS
STC-SINGLETON-SCR-00983,OISAC_SCR00983,A Spectrum-Efficient MoF Architecture for Joint Sensing and Communication in B5G Based on Polarization Interleaving and Polarization-Insensitive Filtering,2022,fiber,shared_hardware; shared_resource_allocation,4,analytical; laboratory_experiment; prototype_testbed,indoor_positioning,yes,1,0,RPT-SCR-00983-01,yes,2,0,2,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:114:prose; 05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:278:prose,0,shared_hardware|shared_resource_allocation,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,other,PASS
STC-SINGLETON-SCR-00985,OISAC_SCR00985,Photonic-Based Flexible Integrated Sensing and Communication With Multiple Targets Detection Capability for W-Band Fiber-Wireless Network,2024,photonic_THz,shared_waveform; shared_link_or_channel; shared_resource_allocation,4,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access,yes,1,0,RPT-SCR-00985-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:337:prose,0,shared_waveform|shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00986,OISAC_SCR00986,THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network,2025,photonic_THz,shared_link_or_channel; shared_resource_allocation,4,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access,yes,1,0,RPT-SCR-00986-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:346 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Power, Energy, and Dynamic Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:346:prose,0,shared_link_or_channel|shared_resource_allocation,analytical|simulation|laboratory_experiment|prototype_testbed,coherent_optics|photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00990,OISAC_SCR00990,Preamble-Free Synchronization Based on Dual-chirp Waveforms for Photonic THz-ISAC,2024,photonic_THz,shared_waveform,5,analytical; simulation; laboratory_experiment; prototype_testbed,6G_access,yes,1,0,RPT-SCR-00990-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:264:prose,0,shared_waveform,analytical|simulation|laboratory_experiment|prototype_testbed,coherent_optics|photonic_THz_generation|FMCW,6G_access,PASS
STC-SINGLETON-SCR-00992,OISAC_SCR00992,Photonic Frequency-Hopped THz ISAC-Enabled by Electro-Optically Tunable Laser,2026,photonic_THz,shared_hardware,5,analytical; laboratory_experiment; prototype_testbed,6G_access; security,no,1,0,RPT-SCR-00992-01,yes,3,0,3,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:72 | OPTICAL PLATFORMS AND INTEGRATION ARCHITECTURES > Physical Platform Families > Photonics Assisted Terahertz Systems | prose,04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:72:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:83:prose; 04_OPTICAL_PLATFORMS_AND_INTEGRATION_ARCHITECTURES.tex:95:prose,0,shared_hardware,analytical|laboratory_experiment|prototype_testbed,photonic_THz_generation|FMCW,6G_access|security,PASS
STC-SINGLETON-SCR-00994,OISAC_SCR00994,A Cross-Correlation MUSIC Scheme Based on OFDM for Photonics-Aided W-Band ISAC Systems,2026,photonic_THz,shared_link_or_channel; shared_resource_allocation,4,analytical; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00994-01,yes,1,0,1,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:549 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Other Implementation Relationships | prose,05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:549:prose,0,shared_link_or_channel|shared_resource_allocation,analytical|laboratory_experiment,OFDM|coherent_optics,6G_access,PASS
STC-SINGLETON-SCR-00996,OISAC_SCR00996,Microwave Photonic Integrated Sensing and Communication Based on Polarization Multiplexing and Frequency-to-Time Mapping,2025,photonic_THz,shared_resource_allocation,4,analytical; laboratory_experiment,6G_access; smart_infrastructure,yes,1,0,RPT-SCR-00996-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:296 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Bandwidth, Spectrum, and Resource Allocation | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:296:prose,0,shared_resource_allocation,analytical|laboratory_experiment,photonic_THz_generation|FMCW,6G_access|smart_infrastructure,PASS
STC-SINGLETON-SCR-00998,OISAC_SCR00998,An Orthogonal Time Frequency Space Waveform With W-MUSIC Scheme for Photonic-Aided ISAC System,2026,photonic_THz,shared_link_or_channel,4,analytical; laboratory_experiment,6G_access,yes,1,0,RPT-SCR-00998-01,yes,1,0,1,"05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:494 | PERFORMANCE METRICS AND JOINT DESIGN TRADEOFFS > How Communication and Sensing Performance Interact > Rate, Resolution, Accuracy, and Range | prose",05_PERFORMANCE_METRICS_AND_JOINT_DESIGN_TRADEOFFS.tex:494:prose,0,shared_link_or_channel,analytical|laboratory_experiment,coherent_optics,6G_access,PASS
