"claim_id","claim_short","paper_id","year","title","venue","doi","modality","evidence_type","where_in_paper","supporting_excerpt","why_it_supports","metric_terms","terminology_terms","cross_domain_note","confidence","source_path","source_locator"
"C2","Metric definition/usage","O_ISAC_022","2022","Joint Visible Light Sensing and Communication Using m-CAP Modulation","IEEE Transactions on Broadcasting","10.1109/TBC.2022.3201649","VLC","Simulation","<span id=""page-8-0""></span>*C. Communication Perfo","spectral efficiency of the scheme. Consequently, a trade-off must be made when α and *L*SPAN are chosen. Here, we consider that a number of","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md","<span id=""page-8-0""></span>*C. Communication Performance* (L399)"
"C4","Cross-domain gap","O_ISAC_022","2022","Joint Visible Light Sensing and Communication Using m-CAP Modulation","IEEE Transactions on Broadcasting","10.1109/TBC.2022.3201649","VLC","Simulation","Joint Visible Light Sensing and Communication Usin","strong interest over the past years, but they have generally been treated separately so that only a few works have been focused on joint","Strategic section discusses 'separately' indicating cross-domain transfer issue.","","","Discusses 'separately' in VLC","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md","Joint Visible Light Sensing and Communication Using *m*-CAP Modulation > I. INTRODUCTION (L37)"
"C5","Framework/benchmark need","O_ISAC_022","2022","Joint Visible Light Sensing and Communication Using m-CAP Modulation","IEEE Transactions on Broadcasting","10.1109/TBC.2022.3201649","VLC","Simulation","Joint Visible Light Sensing and Communication Usin","32 Mbps without loss of connectivity. Eventually, Section [IV](#page-10-0) lists some concluding remarks and future research directions. # II. SYSTEM INTEREST, ARCHITECTURE AND MODELING","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_022\O_ISAC_022.md","Joint Visible Light Sensing and Communication Using *m*-CAP Modulation > I. INTRODUCTION (L57)"
"C2","Metric definition/usage","O_ISAC_023","2024","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation","","10.1109/ICC51166.2024.10622583].","FSO","Simulation","Free-Space Optical Integrated Sensing and Communic","well studied in optical wireless communication, we focus on its sensing performance instead and define its root-mean-square error (RMSE) as $$\varepsilon_D = \sqrt{\mathbb{E}\left(\left(D -","Defines/uses metric 'RMSE' with specific formula or value.","RMSE","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation > *C. Computational Complexity and Scalability* > <span id=""page-11-1""></span><span id=""page-11-0""></span>D. Robustness to Channel Variations (L748)"
"C2","Metric definition/usage","O_ISAC_023","2024","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation","","10.1109/ICC51166.2024.10622583].","FSO","Simulation","Free-Space Optical Integrated Sensing and Communic","However, all the simulated curves achieve cm-level precision for an electrical SNR of larger than 2 dB, which demonstrates the robustness of the proposed","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation > *C. Computational Complexity and Scalability* > <span id=""page-11-1""></span><span id=""page-11-0""></span>D. Robustness to Channel Variations (L759)"
"C2","Metric definition/usage","O_ISAC_023","2024","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation","","10.1109/ICC51166.2024.10622583].","FSO","Simulation","Free-Space Optical Integrated Sensing and Communic","H_c x^+(n) + w_c(n)$$ (19) where thermal noise and shot noise are modeled as additive white Gaussian noise (AWGN), i.e., $w_c(n) \sim \mathcal{N}(0, \sigma_c^2)$","Defines/uses metric 'shot noise' with specific formula or value.","shot noise","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation > <span id=""page-3-0""></span>B. Channel Model > C. Communication Subsystem (L183)"
"C2","Metric definition/usage","O_ISAC_023","2024","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation","","10.1109/ICC51166.2024.10622583].","FSO","Simulation","Free-Space Optical Integrated Sensing and Communic","of power allocation on subcarriers. Numerical simulations demonstrate the effectiveness of proposed algorithms and reveal the tradeoff between communication and sensing functionalities. The remainder","Defines/uses metric 'trade-off' with specific formula or value.","trade-off","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_023\O_ISAC_023.md","Free-Space Optical Integrated Sensing and Communication Based on DCO-OFDM: Performance Metrics and Resource Allocation > <span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION (L37)"
"C2","Metric definition/usage","O_ISAC_025","2024","Optical Transport Network Optimization Supporting Integrated Sensing and Communication Services","Journal/Conference Name","DOI Number","Other","Experimental","2. System Architecture > 3. ISAC based transport n","model considers as input sensing streams captured by BSs with SNRs exceeding a predefined SNR threshold (SNRth). SNRth depends on several parameters such as","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_025\O_ISAC_025.md","2. System Architecture > 3. ISAC based transport network optimization (L33)"
"C2","Metric definition/usage","O_ISAC_026","2022","W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network","Journal of Lightwave Technology","10.1109/JLT.2022.3145639","Fiber","Experimental","Jianyang Shi > II. PRINCIPLE > III. EXPERIMENTAL S","poor. The reason for this is also due to the insufficient SNR. In order to measure the sensing SNR more intuitively, we introduce peak","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_026\O_ISAC_026.md","Jianyang Shi > II. PRINCIPLE > III. EXPERIMENTAL SETTINGS > A. Received Optical Power (L106)"
"C5","Framework/benchmark need","O_ISAC_026","2022","W-band Photonic-based Integration of Sensing and Communication with Frequency-division Multiplexed Waveforms in Fiber-wireless Integrated Network","Journal of Lightwave Technology","10.1109/JLT.2022.3145639","Fiber","Experimental","V. CONCLUSION","48 Gbit/s after a 1 m wireless link at the 96.5 GHz band. In future work, we can adapt a flexible waveform to realize","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_026\O_ISAC_026.md","V. CONCLUSION (L128)"
"C2","Metric definition/usage","O_ISAC_027","2025","Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band","Journal of Sensor Technology","10.1109/JSEN.2025.3579715","Fiber","Experimental","<span id=""page-0-12""></span>Low Crosstalk Deep Oce","with a base refractive index of 1.306. change in the seawater refractive index $\Delta RI$ . The sensitivity of the sensor can be expressed","Defines/uses metric 'Δr' with specific formula or value.","Δr","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_027\O_ISAC_027.md","<span id=""page-0-12""></span>Low Crosstalk Deep Ocean Salinity Monitoring at 2 µm Wavelength Band > <span id=""page-0-11""></span><span id=""page-0-10""></span><span id=""page-0-9""></span><span id=""page-0-8""></span><span id=""page-0-7""></span><span id=""page-0-6""></span><span id=""page-0-5""></span><span id=""page-0-3""></span><span id=""page-0-2""></span><span id=""page-0-0""></span>I. INTRODUCTION > II. PRINCIPLE AND DEVICE DESIGN (L67)"
"C2","Metric definition/usage","O_ISAC_028","2023","Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding","Journal of Lightwave Technology","10.1109/JLT.2023.3265621","Fiber","Simulation","B. Principle of PWC schemes","for each subcarrier respectively. Multiply each subcarrier signal with its corresponding subcarrier SNR. And then, the I/Q components of each pair of subcarriers are","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_028\O_ISAC_028.md","B. Principle of PWC schemes (L84)"
"C2","Metric definition/usage","O_ISAC_028","2023","Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding","Journal of Lightwave Technology","10.1109/JLT.2023.3265621","Fiber","Simulation","B. Principle of PWC schemes","4. BER vs. iteration number with different scheme when OSNR = 32dB, CSPR = 5dB. fiber (SSMF) has been used. Meanwhile, only the additive","Defines/uses metric 'OSNR' with specific formula or value.","OSNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_028\O_ISAC_028.md","B. Principle of PWC schemes (L113)"
"C5","Framework/benchmark need","O_ISAC_028","2023","Performance Improvement for Symmetric Carrierassisted Differential Detection Receiver by Pairwise Coding","Journal of Lightwave Technology","10.1109/JLT.2023.3265621","Fiber","Simulation","IV. RESULTS AND DISCUSSIONS > V. CONCLUSION > VI. ","receiver and reduce the hardware cost requirement of the receiver. ### VI. FUTURE WORK Considering the increase of data center applications in the future,","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_028\O_ISAC_028.md","IV. RESULTS AND DISCUSSIONS > V. CONCLUSION > VI. FUTURE WORK (L139)"
"C1","Terminology variant usage","O_ISAC_029","2025","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3549729","Photo-THz","Experimental","THz Integrated Sensing and Communication With Full","ISAC for fiber-wireless networks. (b) Principle of full-photonic THz ISAC signal generation, direct LFM reception, and de-chirping. PDC scheme, the MZM at the receiver","Uses distinctive O-ISAC terminology variant 'Photo-THz ISAC'.","","Photo-THz ISAC","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network > <span id=""page-0-1""></span>I. INTRODUCTION (L57)"
"C2","Metric definition/usage","O_ISAC_029","2025","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3549729","Photo-THz","Experimental","THz Integrated Sensing and Communication With Full","and higher band photonic-based ISAC systems using LFM signals. We have cataloged critical performance metrics, such as peak data rate, range resolution, and more","Defines/uses metric 'range resolution' with specific formula or value.","range resolution","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network > <span id=""page-0-1""></span>I. INTRODUCTION (L45)"
"C2","Metric definition/usage","O_ISAC_029","2025","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3549729","Photo-THz","Experimental","III. EXPERIMENTAL SETUP > <span id=""page-7-6""></sp","10-km SMF transmission, and 20-km SMF transmission. In the experiment, the resolution and SNR are obtained by analyzing the range ![](_page_8_Figure_2.jpeg) Fig. 7. (a)","Defines/uses metric 'SNR' with specific formula or value.","SNR","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md","III. EXPERIMENTAL SETUP > <span id=""page-7-6""></span>IV. RESULTS > <span id=""page-7-0""></span>*A. Radar Sensing Performance of the System* (L200)"
"C5","Framework/benchmark need","O_ISAC_029","2025","THz Integrated Sensing and Communication With Full-Photonic Direct LFM Reception and De-Chirping for D-Band Fiber-Wireless Network","IEEE Transactions on Microwave Theory and Techniques","10.1109/TMTT.2025.3549729","Photo-THz","Experimental","III. EXPERIMENTAL SETUP > <span id=""page-7-6""></sp","efficiency. We aim to further explore the potential for deep fusion of ISAC waveforms in future research and adopt joint geometric and probabilistic shaping,","Discusses 'future direction' in context of need/lack/proposal.","","","","0.85","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_029\O_ISAC_029.md","III. EXPERIMENTAL SETUP > <span id=""page-7-6""></span>IV. RESULTS > V. CONCLUSION (L246)"
"C1","Terminology aliasing","O_ISAC_030","2025","ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps","IEEE Transactions on Mobile Computing","10.1109/TMC.2025.3545340","VLC","Experimental","II. BACKGROUND AND MOTIVATION","in this section. We first clarify the limit of through HGR (or t-HGR), and we then explain the superiority of reflected HGR (or r-HGR),","Explicit terminology aliasing detected with pattern '(or '.","","(or ","","0.9","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_030\O_ISAC_030.md","II. BACKGROUND AND MOTIVATION (L50)"
"C3","Cross-modality contrast","O_ISAC_030","2025","ReflexGest: Recognizing Hand Gestures Under VLC-Capable Lamps","IEEE Transactions on Mobile Computing","10.1109/TMC.2025.3545340","VLC","Experimental","C. Interference of Different Table Surfaces > III.","gesture normally results in low-frequency fluctuation in time domain compared to VLC data stream. To reduce computational complexity and memory consumption, we only use","VLC paper explicitly contrasts with VLC, evidencing siloed research.","","","VLC vs VLC","0.8","c:\Users\fatih\gdrive\AKU_WorkSpace\survey_fdgit\OISAC_PRISMA_COMST\data\processed_markdowns\O_ISAC_030\O_ISAC_030.md","C. Interference of Different Table Surfaces > III. REFLEXGEST: HGR VIA REFLECTED LIGHT > A. System Overview > C. Receiver (L142)"
