paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,json_path,json_value,medium,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_007,6D,ml,AI,lexical,NONE,"The text discusses fiber optic interferometer sensing probes and their applications, but does not mention machine learning (ml).","With the continuous development of the aerospace manufacturing industry[1], the technical requirements for engine assembly of the vehicle are getting higher. The internal component may have large shape and position tolerances and R angle after assembly, which affect the flight safety. The internal structure of aircraft engines is compact, and the space is extremely limited and the shape is complicated. Consequently, there is a growing need for precise measurement of R angles and complex shapes in narrow areas.",17,17,I. INTRODUCTION,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,6D,ml,AI,lexical,NONE,"The text describes the principle of a sensing probe, including its components and mathematical models, but does not involve machine learning (ml) concepts.","The sensing probe consists of Single Mode Fiber (SMF), air gap, Gradient-Index lenses (GRIN-lens), and single lens with a permeability-enhancing film coated on the necessary end faces. The coupling efficiency and interference quality of the sensing probe are sensitive to the working distance as well as the tilt angle of the surface to be measured. It is necessary to construct a theoretical mathematical model relating the probe element parameters, tilt angle, and coupling efficiency and interference fringe contrast. As shown in Fig. 1, the light in SMF and the outgoing light can be characterized as a Gaussian beam with beam waist size  $w_0$  determined by fiber mode field diameter:",27,27,I. INTRODUCTION > II. PRINCIPLE,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,6D,ml,AI,lexical,NONE,"The text explains the process of light transmission and interference in the sensing probe, but does not relate to machine learning (ml).","When light is transmitted to the trench surface, a portion of the light is reflected by the high reflecting film, resulting in the generation of reference light, while the remainder is the measurement light. The measurement light, after being collimated by the GRIN-lens, is focused by the single lens, reflected by reflector, and then coupled back to the SMF through the single lens as well as the GRIN-lens. Interference occurs at SMF trench surface and produces an interference signal.",60,60,I. INTRODUCTION > II. PRINCIPLE,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,6D,ml,AI,lexical,NONE,"The snippet does not mention machine learning (ml) concepts, but rather discusses optical fiber and lens parameters.",where  $\lambda$  is light source wavelength. The waist position  $w_p$  as well as the waist radius  $w_t$  are then solved by q-parameter combined with the ABCD transfer matrix. The transmission matrix between the output surface of the fiber and the single,66,66,I. INTRODUCTION > II. PRINCIPLE,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_007,6D,ml,AI,lexical,NONE,"Similar to the first snippet, this does not mention machine learning (ml) concepts, focusing instead on optical transmission matrices.",$$M_1 = M_{sl} M_{air2} M_g M_{air1} = \begin{bmatrix} A & B \\ C & D \end{bmatrix}$$,69,69,I. INTRODUCTION > II. PRINCIPLE,,,cabled_fibre,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,6D,ml,AI,lexical,NONE,There is no mention of machine learning (ml) concepts in this snippet.,"Meanwhile, performance of optical antenna in 2D plane OPAs should be further optimized to increase both the detection and communication ranges. However, the steering range is limited by high-level side lobes and narrow antenna emission envelopes in the OPA designs. Sparse antenna designs have been used to suppress the side lobes [7, 8]. However, unit spacings required by the sparse method are constrained to be integer multiples of half-wavelength, which limits Side-Mode Suppression Ratio (SMSR) improvement. Besides, the widely used sector grating structure of single antenna element results in a relatively narrow emission envelope, further limiting the steering range below 30° in [8].",21,21,**Wide-steering Integrated Sensing and Communication OPA-based Lidar Design with Joint Waveform and Thinned Antenna** > **I. INTRODUCTION**,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_008,6D,ml,AI,lexical,INDIRECT,"This snippet mentions the use of a Genetic Algorithm (GA), which is a type of machine learning algorithm, but it does not directly relate to the concept of ml.","As OPA is a promising technology to provide OWC systems with high-data-rate and wide-FoV performance [5], the steering range and beam quality in far-field are essential. Our main idea is to utilize the thinned ring antenna with an AI algorithm to suppress side lobes, while adopting the blazed grating antenna element to enlarge emission envelope.",60,60,B. Principle of Thinned Ring Antenna Design,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,6D,ml,ML,lexical,INDIRECT,"Similar to the previous snippet, this one also mentions the use of a Genetic Algorithm (GA) for optimization, which is an indirect reference to machine learning.","where  $\theta$  is the azimuthal angle and  $\psi$  is the elevation angle.  $f(\theta, \psi)$  denotes the emission envelope of single antenna,  $A_{m,n}$  denotes the amplitude of (m, n)-th element and  $R_m$  is the radius of m-th ring. The GA-based antenna design method used in our previous linear thinned antenna in [6] has been extended and adopted into the proposed ring antenna design. Different from the linear thinned antenna, a set of randomly-generated angles  $d_{m,n}$  instead of the element pitches is set as both the initial population and FoM calculation in proposed ring antenna. The FoM function is set to the SMSR of  $20\log_{10}(E_{main}/E_{side})$ , where  $E_{main}$  and  $E_{side}$  are the intensity of main lobe and the maximum side lobe, respectively. During the optimization, the GA iteration process including selection, crossover and mutation is repeated for the population update, until an optimum element position distribution of each ring is reached for a targeted improved SMSR.",67,67,B. Principle of Thinned Ring Antenna Design,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_008,6D,ml,AI,lexical,NONE,"There is no mention of machine learning (ml) concepts in this snippet, which focuses on the evaluation of a thinned ring antenna design.","The Lumerical FDTD is utilized to simulate the steering range of proposed thinned ring antenna design at 1550nm. In order to balance the performance and SOI fabrication cost, the number of antenna rings and elements is set to 5 and 128, respectively. After the GA-based element distribution optimization, the Radii of 5 rings are optimized to be  $5\lambda$ ,  $15\lambda$ ,  $25\lambda$ ,  $40\lambda$ , and  $60\lambda$ , while the number of elements on corresponding ring are 5, 12, 28, 35, and 48, respectively. In the element antenna, the width, period, and duty cycle of Si blazed grating are optimized to be 1.2µm, 0.32µm and 0.51, respectively. The simulated emission efficiency is about 55.5% at 1550nm. Fig. 3. (a) shows the 2D far-field simulation results, i.e., a beam resolution of  $0.64^{\circ} \times 0.33^{\circ}$  and SMSR of  $12.23 \text{dB} \times 6.57 \text{dB}$ . Fig. 3. (b-c) show the  $\theta$  axis and  $\psi$  axis far-field steering results, indicating an aliasing-free steering range of  $60^{\circ} \times 32^{\circ}$  and a minimum SMSR higher than 4.43dB. Note that curves in different colors represent different steering angles in the far-field. These results show that the GA-optimization based thinned ring antenna design can effectively suppress the side lobes and improve the emission envelope, thereby achieving a wider steering range of above  $30^{\circ}$  against [7, 8].",85,85,B. Principle of Thinned Ring Antenna Design > B. Thinned Ring Antenna Evaluation,,,hybrid,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_009,6D,ml,AI,lexical,NONE,The text does not mention machine learning (ml) explicitly or implicitly.,"*Abstract*— Visible Light Positioning and Communication (VLPC) is a promising candidate for implementing Integrated Sensing And Communication (ISAC) in the unlicensed 400 THz to 800 THz band. The current Visible Light Positioning (VLP) systems mainly operate based on the Received Signal Strength (RSS) of the Line-of-Sight (LoS) path. However, its accuracy is degraded by interferences from Non-LoS (NLoS) paths. Furthermore, in Visible Light Communication (VLC) systems, the estimation of Channel State Information (CSI) also becomes challenging, when the optical channel becomes dispersive. Against this background, we propose a new VLPC scheme using Direct Current (DC) biased Optical Orthogonal Frequency-Division Multiplexing (VLPC-DCO-OFDM), where OFDM-based sensing is applied for the sake of improving the resolution of the estimated Channel Impulse Response (CIRs) exploited for positioning functionality. The CIRs estimated by sensing are further exploited to provide enhanced CSI for communication data detection. Moreover, we propose a hybrid Radar-RSS based solution, where the conventional RSS-aided VLP method is invoked for the sake of refining OFDM radar. Our simulation results demonstrate that the proposed VLPC-DCO-OFDM scheme – which simultaneously supports the triple functionalities of illumination, bi-static sensing and communication – is capable of achieving centimeter-level positioning accuracy and Giga-bits-per-second data rate.",9,9,"<span id=""page-0-17""></span>Integrated Positioning and Communication Relying on Wireless Optical OFDM",,,wireless_vlc,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
