"source_metric_record_id","canonical_study_cluster_id","canonical_source_report_id","canonical_condition_set_id","canonical_tradeoff_id","canonical_metric_domain","canonical_metric_family_code","canonical_metric_name_reported","canonical_measurement_plane_code","canonical_validation_type_code","canonical_result_representation","canonical_comparison_operator","canonical_value_numeric","canonical_value_low","canonical_value_high","canonical_uncertainty_type","canonical_uncertainty_value","canonical_unit_reported","canonical_value_status","canonical_value_origin","canonical_scenario_summary","canonical_baseline_comparator","canonical_comparison_group_id","canonical_metric_comparability_class","canonical_metric_comparison_admissibility_class","canonical_pdf_page","canonical_section_heading","canonical_table_id","canonical_figure_id","canonical_equation_id","canonical_final_survey_use_class","canonical_final_comparison_admissibility","canonical_cross_study_quantitative_comparison_allowed","canonical_final_reason_code","canonical_independent_human_status","canonical_source_workbook_sha256","register_final_comparison_admissibility","register_cross_study_flag","register_independent_human_status","reviewer_code","review_date_utc","reviewed_source_report_title","reviewed_source_report_doi","reviewed_companion_relationship","reviewed_source_pdf_sha256","source_pdf_opened","source_identity_decision","reviewed_pdf_page","reviewed_section_heading","reviewed_table_id","reviewed_figure_id","reviewed_equation_id","source_locator_decision","reviewed_metric_name","reviewed_metric_definition","reviewed_comparison_operator","reviewed_value_numeric","reviewed_value_low","reviewed_value_high","reviewed_uncertainty_type","reviewed_uncertainty_value","reviewed_unit_reported","reviewed_measurement_plane_code","reviewed_reference_point","reviewed_communication_task","reviewed_sensing_task","reviewed_objective","reviewed_scenario_summary","reviewed_geometry","reviewed_condition_set_id","reviewed_baseline_comparator","reviewed_validation_type_code","reviewed_value_origin","reviewed_comparison_group_id","comparison_decision","comparison_decision_rationale","survey_use_decision","verification_outcome","reviewer_notes","reviewer_lock_status","reviewer_signature_or_form_hash"
"MET-SCR00052-G2-009","STC-SINGLETON-SCR-00052","SCR-00052","COND-SCR00052-SENSING-SHAPED","","communication","data_rate","Co-propagating data rate","system","laboratory_experiment","scalar","eq","200","","","","","Gbps","reported","reported","Shaped CC-OTDR with 16-QAM over 50 km.","","CG-SCR00052-DATA-RATE","conditionally_comparable","conditionally_admissible","2","III Experimental Results; IV Conclusion","","Fig. 3","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Cc-Otdr Sequence Shaping Enabling Joint Co-Directional Sensing and Communication","10.1109/ipc65510.2025.11282039","only_report_in_phase_g_source_set","9BDD344FD31AAA03D823BC7569E5BAF6997565F49994FB4609E3B61EC2129E69","yes","match","2","III Experimental Results; IV Conclusion","NR","Fig. 3","NR","match","Co-propagating data rate","NR","eq","200","NR","NR","NR","NR","Gbps","system","NR","source_reported_communication_function","NR","NR","Shaped CC-OTDR with 16-QAM over 50 km.","NR","COND-SCR00052-SENSING-SHAPED","NR","laboratory_experiment","reported","CG-SCR00052-DATA-RATE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00056-G2-004","STC-SINGLETON-SCR-00056","SCR-00056","COND-SCR00056-EXP-SENSING","","sensing","laser_linewidth","Experimental DFB linewidth","device_component","laboratory_experiment","scalar","approx","2.448","","","","","MHz","reported","reported","Delay self-coherence measurement.","","CG-SCR00056-LINEWIDTH-RANGE","conditionally_comparable","conditionally_admissible","6","4.2 Sensing results","","Fig. 3(c)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system","10.1016/j.optlastec.2025.113726","only_report_in_phase_g_source_set","615FC6045855836C387F1DDABE486335B762E1EC7F7FD02992B3D2E8E36A413D","yes","match","6","4.2 Sensing results","NR","Fig. 3(c)","NR","match","Experimental DFB linewidth","NR","approx","2.448","NR","NR","NR","NR","MHz","device_component","NR","NR","source_reported_sensing_function","NR","Delay self-coherence measurement.","NR","COND-SCR00056-EXP-SENSING","NR","laboratory_experiment","reported","CG-SCR00056-LINEWIDTH-RANGE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00056-G2-005","STC-SINGLETON-SCR-00056","SCR-00056","COND-SCR00056-EXP-SENSING","","sensing","other","Theoretical maximum perceivable range","system","analytical","scalar","approx","41.88","","","","","m","reported","reported","Experimental 2.448-MHz DFB linewidth.","Actual stable sensing ends at about 38 m.","CG-SCR00056-LINEWIDTH-RANGE","conditionally_comparable","conditionally_admissible","6","4.2 Sensing results","","","Eq. (8)","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system","10.1016/j.optlastec.2025.113726","only_report_in_phase_g_source_set","615FC6045855836C387F1DDABE486335B762E1EC7F7FD02992B3D2E8E36A413D","yes","match","6","4.2 Sensing results","NR","NR","Eq. (8)","match","Theoretical maximum perceivable range","NR","approx","41.88","NR","NR","NR","NR","m","system","NR","NR","source_reported_sensing_function","NR","Experimental 2.448-MHz DFB linewidth.","NR","COND-SCR00056-EXP-SENSING","Actual stable sensing ends at about 38 m.","analytical","reported","CG-SCR00056-LINEWIDTH-RANGE","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00056-G2-006","STC-SINGLETON-SCR-00056","SCR-00056","COND-SCR00056-EXP-SENSING-LE20M","TRD-SCR00056-G2-001","sensing","localization_error","Breakpoint localization error within 20 m","system","laboratory_experiment","range","","","-20","20","","","cm","reported","reported","Physical breakpoint experiment using short exposed-end fibers.","","CG-SCR00056-EXP-SENSING-ERROR","conditionally_comparable","conditionally_admissible","6","4.2 Sensing results","","Fig. 6(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system","10.1016/j.optlastec.2025.113726","only_report_in_phase_g_source_set","615FC6045855836C387F1DDABE486335B762E1EC7F7FD02992B3D2E8E36A413D","yes","match","6","4.2 Sensing results","NR","Fig. 6(b)","NR","match","Breakpoint localization error within 20 m","NR","NR","NR","-20","20","NR","NR","cm","system","NR","NR","source_reported_sensing_function","NR","Physical breakpoint experiment using short exposed-end fibers.","NR","COND-SCR00056-EXP-SENSING-LE20M","NR","laboratory_experiment","reported","CG-SCR00056-EXP-SENSING-ERROR","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00056-G2-007","STC-SINGLETON-SCR-00056","SCR-00056","COND-SCR00056-EXP-SENSING-20TO38M","TRD-SCR00056-G2-001","sensing","localization_error","Breakpoint localization error from 20 to 38 m","system","laboratory_experiment","range","","","-40","40","","","cm","reported","reported","Physical breakpoint experiment using short exposed-end fibers.","","CG-SCR00056-EXP-SENSING-ERROR","conditionally_comparable","conditionally_admissible","6","4.2 Sensing results","","Fig. 6(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system","10.1016/j.optlastec.2025.113726","only_report_in_phase_g_source_set","615FC6045855836C387F1DDABE486335B762E1EC7F7FD02992B3D2E8E36A413D","yes","match","6","4.2 Sensing results","NR","Fig. 6(b)","NR","match","Breakpoint localization error from 20 to 38 m","NR","NR","NR","-40","40","NR","NR","cm","system","NR","NR","source_reported_sensing_function","NR","Physical breakpoint experiment using short exposed-end fibers.","NR","COND-SCR00056-EXP-SENSING-20TO38M","NR","laboratory_experiment","reported","CG-SCR00056-EXP-SENSING-ERROR","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00056-G2-013","STC-SINGLETON-SCR-00056","SCR-00056","COND-SCR00056-SIM-ISAC","TRD-SCR00056-G2-002","sensing","localization_error","Simulated breakpoint localization error","system","simulation","range","","","-2","2","","","cm","reported","reported","1-kHz linewidth, 20-km simulation with communication.","","CG-SCR00056-SIM-SENSING","conditionally_comparable","conditionally_admissible","7","4.2 Sensing results","","Fig. 7(a)-(b)","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Joint break-point localization sensing based on OFDR and non-disruptive communication fiber ISAC system","10.1016/j.optlastec.2025.113726","only_report_in_phase_g_source_set","615FC6045855836C387F1DDABE486335B762E1EC7F7FD02992B3D2E8E36A413D","yes","match","7","4.2 Sensing results","NR","Fig. 7(a)-(b)","NR","match","Simulated breakpoint localization error","NR","NR","NR","-2","2","NR","NR","cm","system","NR","NR","source_reported_sensing_function","NR","1-kHz linewidth, 20-km simulation with communication.","NR","COND-SCR00056-SIM-ISAC","NR","simulation","reported","CG-SCR00056-SIM-SENSING","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00057-G2-001","STC-SINGLETON-SCR-00057","SCR-00057","COND-SCR00057-COMM","TRD-SCR00057-G2-001","communication","data_rate","Communication data rate","system","laboratory_experiment","qualitative","","","","","","","Gbit/s","reported","reported","Two 30-GBaud digital subcarriers over 40-km fiber.","","CG-SCR00057-COMM","conditionally_comparable","conditionally_admissible","1-2","Abstract; Experimental Setup","","Fig. 2","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System","10.23919/oecc/psc62146.2025.11111272","only_report_in_phase_g_source_set","546B84FD64B0CC4A71910DFA717A0E4F8656C99818918119D4099FC432E03CB7","yes","match","1-2","Abstract; Experimental Setup","NR","Fig. 2","NR","match","Communication data rate","NR","NR","NR","NR","NR","NR","NR","Gbit/s","system","NR","source_reported_communication_function","NR","NR","Two 30-GBaud digital subcarriers over 40-km fiber.","NR","COND-SCR00057-COMM","NR","laboratory_experiment","reported","CG-SCR00057-COMM","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00057-G2-002","STC-SINGLETON-SCR-00057","SCR-00057","COND-SCR00057-LINK","","communication","propagation_distance","Fiber transmission distance","link","laboratory_experiment","scalar","eq","40","","","","","km","reported","reported","Co-propagating DSCM and LFM probe.","","CG-SCR00057-LINK","conditionally_comparable","conditionally_admissible","1-3","Abstract; Setup; Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System","10.23919/oecc/psc62146.2025.11111272","only_report_in_phase_g_source_set","546B84FD64B0CC4A71910DFA717A0E4F8656C99818918119D4099FC432E03CB7","yes","match","1-3","Abstract; Setup; Conclusion","NR","NR","NR","match","Fiber transmission distance","NR","eq","40","NR","NR","NR","NR","km","link","NR","source_reported_communication_function","NR","NR","Co-propagating DSCM and LFM probe.","NR","COND-SCR00057-LINK","NR","laboratory_experiment","reported","CG-SCR00057-LINK","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00057-G2-003","STC-SINGLETON-SCR-00057","SCR-00057","COND-SCR00057-LFM","","sensing","FMCW_bandwidth","LFM swept bandwidth","device_component","laboratory_experiment","scalar","eq","500","","","","","MHz","reported","reported","Pre-compensated versus original probe.","","CG-SCR00057-LFM","conditionally_comparable","conditionally_admissible","2","Experimental Setup","","Fig. 2","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System","10.23919/oecc/psc62146.2025.11111272","only_report_in_phase_g_source_set","546B84FD64B0CC4A71910DFA717A0E4F8656C99818918119D4099FC432E03CB7","yes","match","2","Experimental Setup","NR","Fig. 2","NR","match","LFM swept bandwidth","NR","eq","500","NR","NR","NR","NR","MHz","device_component","NR","NR","source_reported_sensing_function","NR","Pre-compensated versus original probe.","NR","COND-SCR00057-LFM","NR","laboratory_experiment","reported","CG-SCR00057-LFM","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
"MET-SCR00057-G2-005","STC-SINGLETON-SCR-00057","SCR-00057","COND-SCR00057-SENSING","","sensing","resolution","Spatial resolution","system","laboratory_experiment","scalar","eq","1","","","","","m","reported","reported","500-MHz LFM probe over 40 km.","","CG-SCR00057-SPATIAL-RESOLUTION","conditionally_comparable","conditionally_admissible","1;3","Abstract; Conclusion","","","","eligible_quantitative","conditionally_admissible","yes_with_conditions","source_supported_scope_conditioned","not_documented","e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c","conditionally_admissible","yes_with_conditions","not_documented","FULL-HR-01","2026-09-01","Pre-Compensation of LFM Sensing Probe via Integrated Sensing and Communication over Fiber System","10.23919/oecc/psc62146.2025.11111272","only_report_in_phase_g_source_set","546B84FD64B0CC4A71910DFA717A0E4F8656C99818918119D4099FC432E03CB7","yes","match","1;3","Abstract; Conclusion","NR","NR","NR","match","Spatial resolution","NR","eq","1","NR","NR","NR","NR","m","system","NR","NR","source_reported_sensing_function","NR","500-MHz LFM probe over 40 km.","NR","COND-SCR00057-SENSING","NR","laboratory_experiment","reported","CG-SCR00057-SPATIAL-RESOLUTION","analysis_pending","Source verification complete; comparison grouping is intentionally separated and recorded in the G6 analysis files.","analysis_pending","verified_as_reported","Independent analog source-PDF review completed. Source identity, locator, value, unit, condition, and comparator role were approved. Main-text use remains a separate author decision.","COMPLETE_LOCKED","ANONYMOUS_HUMAN_ATTESTATION_FULL-HR-01_2026-09-01"
