paper_id,category,metric,symbol,plane,evidence,full_reasoning
O_ISAC_025,Sensing (Estimation),Accuracy (RMSE/CRB),Accuracy,N/A,The object detection accuracy can be further improved combining estimations from multiple BSs [5].,"The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The sensing app uses a passive OFDM-based radar to estimate the position of objects based on the quality of the reflected signals captured by the base stations."
O_ISAC_025,Signal Quality,SNR,SNR,Electrical,"The received signal strength of the echoes captured by the various BSs is quite important, as received signals with low SNR cannot be exploited by the sensing app in the estimation of the object location.","The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The sensing app uses a passive OFDM-based radar to estimate the position of objects based on the quality of the reflected signals captured by the base stations."
O_ISAC_025,Comm Metrics,Throughput,N/A,N/A,"This set of measurements shows the throughput of the IQ streams forwarded by 'BS3', 'BS3-BS2' and 'BS3-BS2-BS1' to the edge server #1.","The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The authors also compare the performance of different ISAC optimization policies."
O_ISAC_025,Sensing (Detection),Pd (Detect Prob),N/A,N/A,The object detection accuracy can be further improved combining estimations from multiple BSs.,"The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The authors also compare the performance of different ISAC optimization policies."
O_ISAC_025,Sensing (Detection),SNR,SNR,Electrical,"A typical numerical example is shown in the left column of Fig. 1-3, illustrating the spectrograms of the received IQ streams at BS2 and BS3 when their distance from the object is 200 and 400m, respectively.","The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The authors also compare the performance of different ISAC optimization policies."
O_ISAC_025,Sensing (Detection),SNR threshold,SNRth,Electrical,"SNRth depends on several parameters such as transmission conditions, the environment where the system is installed, the location of the RUs, etc., and can be experimentally precomputed.","The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The authors also compare the performance of different ISAC optimization policies."
O_ISAC_025,Sensing (Estimation),Accuracy,N/A,N/A,The object detection accuracy can be further improved combining estimations from multiple BSs.,"The authors propose an architecture for Integrated Sensing and Communication (ISAC) services using an optical transport network. They evaluate the performance of the proposed architecture using parameters such as network utilization, sensing accuracy, and received signal strength. The authors also compare the performance of different ISAC optimization policies."
O_ISAC_048,Comm Metrics,Spectral Efficiency,C,Electrical,"The spectral efficiency can be expressed as C(b, \tilde{P}(k)) = \frac{1}{BT_o} \sum_{k=1}^{\frac{N}{2}-1} \log(1 + |H_c(k)|^2 \gamma_c(b) \, \tilde{P}(k))",The authors evaluate the performance of their proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. They also consider the impact of clipping noise on the system's performance.
O_ISAC_048,Sensing (Est),Fisher Information,I,N/A,"The performance metric for sensing can be expressed as I(b,\tilde{P}(k)) = \frac{8\pi^2 M \Delta f^2}{N} \sum_{k=1}^{\frac{N}{2}-1} k^2 \gamma_s(b) \tilde{P}(k)",The authors evaluate the performance of their proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. They also consider the impact of clipping noise on the system's performance.
O_ISAC_048,Comm Metrics,SNR,\gamma_c(b),Electrical,The normalized SNR for communication is expressed as \gamma_c(b) = \frac{K^2 (P - b^2)}{\frac{N_c \Delta f}{2} + \sigma_{w_p}^2},The authors evaluate the performance of their proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. They also consider the impact of clipping noise on the system's performance.
O_ISAC_048,Sensing (Est),SNR,\gamma_s(b),N/A,The normalized SNR for sensing is expressed as \gamma_s(b) = \frac{K^2 (P - b^2)}{\frac{N_s \Delta f}{2} + \sigma_{w_p}^2},The authors evaluate the performance of their proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. They also consider the impact of clipping noise on the system's performance.
O_ISAC_048,Comm Metrics,Spectral Efficiency,C,Electrical,"The performance metric of the communication subsystem, i.e., the spectral efficiency, can be expressed as $C(b, \tilde{P}(k)) = \frac{1}{BT_o} \sum_{k=1}^{\frac{N}{2}-1} \log(1 + |H_c(k)|^2 \gamma_c(b) \, \tilde{P}(k))$","The authors evaluate the performance of the proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. The clipping noise is modeled using the Bussgang theorem, and an iterative algorithm is proposed to optimize power allocation. The trade-off between communication and sensing functionalities is also demonstrated through numerical simulations."
O_ISAC_048,Sensing (Est),Fisher Information,I,N/A,"The performance metric for sensing can be expressed as $I(b,\tilde{P}(k)) = \frac{8\pi^2 M \Delta f^2}{N} \sum_{k=1}^{\frac{N}{2}-1} k^2 \gamma_s(b) \tilde{P}(k)$","The authors evaluate the performance of the proposed DCO-OFDM scheme for FSO-ISAC using metrics such as spectral efficiency for communication and Fisher information for sensing. The clipping noise is modeled using the Bussgang theorem, and an iterative algorithm is proposed to optimize power allocation. The trade-off between communication and sensing functionalities is also demonstrated through numerical simulations."
