paper_id,section,concept,variant,match_type,strength,rationale,quote,line_start,line_end,heading_path,llm_model_pass1,llm_label_pass1,llm_model_pass2,llm_label_pass2,llm_escalated
O_ISAC_044,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:86.11111111111111,INDIRECT,"The concept of rate-resolution trade-off is implied through the discussion of balancing radar sensing and communication performance, and adjusting signal bandwidth to achieve a tradeoff between range resolution and data rate, but it is not explicitly stated as 'rate-resolution trade-off'.","In our previous research [24], we achieved a tradeoff between range resolution and data rate by adjusting the signal bandwidth. To achieve even more flexible adjustment, we also considered the time resources of the signal. In this paper, we proposed the concept of TFDM and designed 10 cases to cover a wider range of use case requirements, as shown in Fig. 1(c). We divided the duration time and bandwidth of the signal into a grid of 3",111,111,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time-Frequency Division Multiplexed Waveforms for Fiber-Wireless Network > II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > III. PRINCIPLE > A. Flexible TFDM ISAC Waveforms Design,meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_044,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:86.11111111111111,DIRECT,"The snippet directly discusses the tradeoff between range resolution and data rate (DIR), and provides a mathematical expression to illustrate the relationship between the two.",where *c* denotes the velocity of light and *SNR* denotes the signal-to-noise rate (SNR) of the receiving end. This means that the tradeoff between range resolution and DIR can be realized by adjusting the allocation of the signal bandwidth.,147,147,Photonic-Based W-Band Integrated Sensing and Communication System With Flexible Time-Frequency Division Multiplexed Waveforms for Fiber-Wireless Network > II. CLASSIFICATION AND ANALYSIS OF PHOTONIC-BASED MMW ISAC SYSTEMS > III. PRINCIPLE > A. Flexible TFDM ISAC Waveforms Design,meta-llama/llama-4-scout-17b-16e-instruct,DIRECT,,,False
O_ISAC_048,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,"As indicated by (5) and (10), the objective of (P1-2) is a concave function of  $\tilde{P}(k)$ , while the constraints are affine functions of  $\tilde{P}(k)$ . In consequence, maximizing a concave objective under affine constraints yields a convex optimization problem. Therefore, the optimal solution to (P1-2) is obtained if and only if the Karush-Kuhn-Tucker (KKT) conditions hold, based on which three cases can be considered as follows.",189,189,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication > C. Clipping Noise Statistics > III. OPTIMAL POWER ALLOCATION FOR DCO-OFDM > B. Power Allocation for Subcarriers,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_048,5C,pareto optimal,Optimal solution,lexical,NONE,The concept of Pareto optimality is not mentioned in this snippet.,then the optimal solution is  $\tilde{P}^*(k) = \tilde{P}_c(k)$ .,205,205,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication > C. Clipping Noise Statistics > III. OPTIMAL POWER ALLOCATION FOR DCO-OFDM > B. Power Allocation for Subcarriers,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_048,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"The discussion of optimal solutions and convergence of the algorithm indirectly relates to the concept of Pareto optimality, as it implies finding the best possible solution given certain constraints.","Therefore, during the iteration of **Algorithm 1**, the dual variables  $\mu^{(i)}$  and  $\eta^{(i)}$  cannot leave the region  $\mathcal R$  where the optimal solution exists. Besides,  $\mathcal R$  also upper bounds the interval in each iteration, which ensures that the bisection method converges within finite steps.",291,291,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication > C. Clipping Noise Statistics > III. OPTIMAL POWER ALLOCATION FOR DCO-OFDM > C. Convergence Analysis,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_048,5C,pareto optimal,Optimal solution,lexical,INDIRECT,"Similar to the previous snippet, the discussion of optimal solutions and convergence of the algorithm indirectly relates to the concept of Pareto optimality.","Furthermore, we have the initial points  $\mu^{(0)} < \mu^*, \eta^{(0)} < \eta^*$ . Supposing that  $\eta^{(i)} < \eta^*$ , solving (26a) yields  $\mu^{(i)} < \mu^{(i+1)} < \mu^*$ . Similarly, assuming that  $\mu^{(i+1)} < \mu^*$ , solving (26b) yields  $\eta^{(i)} < \eta^{(i+1)} < \eta^*$ . Therefore, the distance between the current solution and the optimal solution declines as the algorithm proceeds, i.e.,",293,293,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication > C. Clipping Noise Statistics > III. OPTIMAL POWER ALLOCATION FOR DCO-OFDM > C. Convergence Analysis,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_048,5C,fisher information constraint,Cramér-Rao bound,fuzzy:93.75,NONE,"The provided snippet does not mention the concept of 'fisher information constraint' at all, hence it is labeled as NONE.","Among widely utilized multi-carrier schemes, orthogonal frequency division multiplexing (OFDM) has gained popularity in RF-ISAC systems due to its time-frequency interpretation. To overcome the limitations of time-domain cross correlation, an element-wise-division method can be adopted for OFDM-based ISAC to achieve a higher peak-to-sidelobe ratio [13]. Besides, the maximum-likelihood (ML) method can also be utilized to approach the Cramer-Rao Bound (CRB) ` asymptotically for point targets in a prior [14]. Moreover, power minimization presents another objective for OFDMbased ISAC, with constraints on the quality of communication and sensing services [15]. Considering practical limitations in capturing a precise channel response, an uncertainty model is exploited to obtain robust solutions for power minimization [16]. Nevertheless, most of the RF-ISAC waveforms cannot be directly extended to FSO-ISAC, since an optical waveform based on the intensity modulation and direct detection scheme is restricted to being real and non-negative [17].",23,23,Power Allocation for OFDM-Based Free Space Optical Integrated Sensing and Communication > I. INTRODUCTION,meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,NONE,True
O_ISAC_049,5C,rate-resolution trade-off,tradeoff between rate and resolution,fuzzy:100.0,INDIRECT,"The given snippet discusses a mathematical optimization problem, which may be related to the concept of rate-resolution trade-off in a broader context, such as in signal processing or communication systems, but does not directly mention or explain the concept.",and,228,228,"<span id=""page-3-0""></span>III. JOINT OPTIMIZATION OF SLOT SELECTION AND POWER ALLOCATION > IV. PROPOSED OPTIMIZATION ALGORITHMS > A. Problem Partition",meta-llama/llama-4-scout-17b-16e-instruct,NONE,llama-3.3-70b-versatile,INDIRECT,True
O_ISAC_049,5C,pareto optimal,Optimality,lexical,NONE,"The concept of pareto optimal is not mentioned or implied in the given snippet, which focuses on a joint slot selection and power allocation problem in an indoor multislot IVLCS system.","A joint slot selection and power allocation problem is formulated, and an algorithm is proposed. We first formulate a nonconvex optimization problem. The available slots and power are jointly optimized to minimize the total transmit power under the communication sum rate (CSR) constraint, echo-to-noise ratio (ENR) constraint, sensing slot number constraint, and power constraint. Without compromising the optimality, we divide the original problem into a sensing subproblem and a communication subproblem. Although still nonconvex, the two subproblems are transformed into standard convex problems by the cyclic minimization algorithm (CMA) and successive convex approximation (SCA) method. Considering the priority of sensing purpose, a sensing",43,43,"Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,NONE,True
O_ISAC_049,5C,resource allocation trade-off,resource allocation dilemma,fuzzy:85.18518518518519,INDIRECT,"The concept of resource allocation trade-off is implied through the discussion of integrated VLC and sensing (IVLCS) and the need for resource allocation, but it is not explicitly stated.","<span id=""page-1-11""></span>While both VLC and VLS have been evaluated in isolation, there exist few works on the integrated VLC and sensing (IVLCS), especially on the resource allocation aspects. Actually, since both sensing and communication systems lead to a competition of limited resources, the study on resource allocation for an IVLCS system is of strong practical importance. Due to this fact, a resource allocation problem for an integrated VLC and positioning system is investigated [30], where the user access, bandwidth allocation, and power allocation are jointly optimized. The work [31] employs optical strobing and high-frequency signal modulation concurrently in a visible light-based prototype system, and thus it can achieve communication and sensing of mechanical vibrations. Another recent work [32] investigates the load balancing problem and proposes a model-free reinforcement learning-based algorithm for a heterogeneous light fidelity/wireless fidelity network at reasonably low complexity and near-optimal performance. Nevertheless, the above works [30], [31], [32] only concentrate on addressing the system performance maximization through an optimization of transmitting resources, and do not consider the power-saving performance. Although some works [33], [34] investigate power minimization problems for VLC systems, the sensing function to construct IVLCS systems has not been exploited.",39,39,"Joint Optimization of Slot Selection and Power Allocation in Integrated Visible Light Communication and Sensing Systems > <span id=""page-0-2""></span><span id=""page-0-1""></span><span id=""page-0-0""></span>I. INTRODUCTION",meta-llama/llama-4-scout-17b-16e-instruct,INDIRECT,llama-3.3-70b-versatile,INDIRECT,True
